schoolid,schoolname,Cohort,LT_Emp,Bar_FTLT,Bar_FTST,Bar_PTLT,Bar_PTST,Bar_Emp,JDA_FTLT,JDA_FTST,JDA_PTLT,JDA_PTST,JDA_Emp,Prof_FTLT,Prof_FTST,Prof_PTLT,Prof_PTST,Prof_Emp,Nprof_FTLT,Nprof_FTST,Nprof_PTLT,Nprof_PTST,Nprof_Emp,Undet_FTLT,Undet_FTST,Undet_PTLT,Undet_PTST,Undet_Emp,GradSch_FT,GradSch,Emp_Def,Unemp_NS,Unemp_Seek,Emp_Stat_Unk,Total_Grads,FundBar_FTLT,FundBar_FTST,FundBar_PTLT,FundBar_PTST,FundBar_Emp,LawFund_LT,LawFund_ST,FundJDA_FTLT,FundJDA_FTST,FundJDA_PTLT,FundJDA_PTST,FundJDA_Emp,FundProf_FTLT,FundProf_FTST,FundProf_PTLT,FundProf_PTST,FundProf_Emp,FundNprof_FTLT,FundNprof_FTST,FundNprof_PTLT,FundNprof_PTST,FundNprof_Emp,Funded_FTLT,Funded_FTST,Funded_PTLT,Funded_PTST,Funded_Emp,Solo_FTLT,Solo_FTST,Solo_PTLT,Solo_PTST,Solo_Emp,Solo_LT,Solo_ST,Sz_1_10_FTLT,Sz_1_10_FTST,Sz_1_10_PTLT,Sz_1_10_PTST,Sz_1_10_Emp,Sz_2_10_LT,Sz_2_10_ST,Sz_11_25_FTLT,Sz_11_25_FTST,Sz_11_25_PTLT,Sz_11_25_PTST,Sz_11_25_Emp,Sz_11_25_LT,Sz_11_25_ST,Sz_26_50_FTLT,Sz_26_50_FTST,Sz_26_50_PTLT,Sz_26_50_PTST,Sz_26_50_Emp,Sz_26_50_LT,Sz_26_50_ST,Sz_51_100_FTLT,Sz_51_100_FTST,Sz_51_100_PTLT,Sz_51_100_PTST,Sz_51_100_Emp,Sz_51_100_LT,Sz_51_100_ST,Sz_101_250_FTLT,Sz_101_250_FTST,Sz_101_250_PTLT,Sz_101_250_PTST,Sz_101_250_Emp,Sz_101_250_LT,Sz_101_250_ST,Sz_251_500_FTLT,Sz_251_500_FTST,Sz_251_500_PTLT,Sz_251_500_PTST,Sz_251_500_Emp,Sz_251_500_LT,Sz_251_500_ST,Sz_501up_FTLT,Sz_501up_FTST,Sz_501up_PTLT,Sz_501up_PTST,Sz_501up_Emp,Sz_501up_LT,Sz_501up_ST,Sz_Unk_FTLT,Sz_Unk_FTST,Sz_Unk_PTLT,Sz_Unk_PTST,Sz_Unk_Emp,Sz_Unk_LT,Sz_Unk_ST,BsInd_FTLT,BsInd_FTST,BsInd_PTLT,BsInd_PTST,BsInd_Emp,BsInd_LT,BsInd_ST,Gov_FTLT,Gov_FTST,Gov_PTLT,Gov_PTST,Gov_Emp,Gov_LT,Gov_St,Pub_FTLT,Pub_FTST,Pub_PTLT,Pub_PTST,Pub_Emp,Pub_LT,Pub_ST,FedClk_FTLT,FedClk_FTST,FedClk_PTLT,FedClk_PTST,FedClk_Emp,FedClk_LT,FedClk_ST,LocClk_FTLT,LocClk_FTST,LocClk_PTLT,LocClk_PTST,LocClk_Emp,LocClk_LT,LocClk_ST,IntlClk,IntlClk_FTLT,IntlClk_FTST,IntlClk_PTLT,IntlClk_PTST,TribalClk,TribalClk_FTLT,TribalClk_FTST,TribalClk_PTLT,TribalClk_PTST,OthClk_FTLT,OthClk_FTST,OthClk_PTLT,OthClk_PTST,OthClk_Emp,Acad_FTLT,Acad_FTST,Acad_PTLT,Acad_PTST,Acad_Emp,Acad_LT,Acad_ST,Unk_FTLT,Unk_FTST,Unk_PTLT,Unk_PTST,Unk_Emp,Total_FTLT,Total_FTST,Total_PTLT,Total_PTST,Total_Emp_Type,Total_LT,Total_ST,State_Emp1,State_Emp1_Num,State_Emp2,State_Emp2_Num,State_Emp3,State_Emp3_Num,Foreign_Emp_Num
00250609,Saint Louis University,2024,,158,0,0,0,158,7,0,0,1,8,0,0,0,0,0,1,2,1,0,4,0,0,0,0,0,4,,0,3,8,0,185,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,20,0,0,0,20,,,24,0,0,0,24,,,10,0,0,0,10,,,22,0,0,0,22,,,11,0,0,0,11,,,14,0,0,0,14,,,13,0,0,0,13,,,0,0,0,1,1,,,5,2,1,0,8,,,27,0,0,0,27,,,14,0,0,0,14,,,2,0,0,0,2,,,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,166,2,1,1,170,,,MO,116,IL,20,NY,6,0
00251600,University of Missouri,2024,,108,0,0,0,108,14,0,1,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,0,132,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,,,19,0,0,1,20,,,12,0,0,0,12,,,4,0,0,0,4,,,4,0,0,0,4,,,3,0,0,0,3,,,5,0,0,0,5,,,13,0,0,0,13,,,0,0,0,0,0,,,11,0,1,0,12,,,26,0,0,0,26,,,7,0,0,0,7,,,4,0,0,0,4,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,7,0,0,0,7,,,0,0,0,0,0,126,0,1,1,128,,,MO,106,IL,4,FL,3,0
00251800,University of Missouri-Kansas City,2024,,111,1,1,0,113,4,1,2,1,8,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,,0,0,3,0,127,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,,,34,0,1,0,35,,,9,0,0,0,9,,,9,2,0,0,11,,,7,0,1,0,8,,,3,0,0,0,3,,,7,0,0,0,7,,,13,0,0,0,13,,,0,0,0,0,0,,,8,0,0,0,8,,,9,0,0,0,9,,,6,0,0,1,7,,,0,0,0,0,0,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,117,2,3,1,123,,,MO,90,KS,27,CA,2,0
00252000,Washington University,2024,,271,0,0,0,271,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,0,1,0,0,285,0,0,0,0,0,,,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,0,0,0,1,,,6,0,0,0,6,,,9,0,0,0,9,,,5,0,0,0,5,,,10,0,0,0,10,,,20,0,0,0,20,,,19,0,0,0,19,,,112,0,0,0,112,,,0,0,0,0,0,,,10,0,0,0,10,,,22,0,0,0,22,,,24,0,0,0,24,,,27,0,0,0,27,,,11,0,0,0,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,0,0,5,,,0,0,0,0,0,281,0,0,0,281,,,IL,51,MO,51,NY,36,2
00253600,University of Montana,2024,,71,0,0,0,71,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,1,0,1,1,78,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,24,0,0,0,24,,,4,0,0,0,4,,,1,0,0,0,1,,,2,0,0,0,2,,,4,0,0,0,4,,,0,0,0,0,0,,,2,0,0,0,2,,,0,0,0,0,0,,,0,0,0,0,0,,,10,0,0,0,10,,,8,0,0,0,8,,,7,0,0,0,7,,,11,0,0,0,11,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,74,0,0,0,74,,,MT,60,CO,4,AK,2,0
00254200,Creighton University,2024,,116,0,0,0,116,7,0,0,0,7,3,0,0,0,3,1,0,1,1,3,0,0,0,0,0,4,,2,0,10,0,145,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,0,0,0,30,,,14,0,0,0,14,,,9,0,0,0,9,,,9,0,0,0,9,,,6,0,0,0,6,,,0,0,0,0,0,,,5,0,0,0,5,,,0,0,0,0,0,,,9,0,1,1,11,,,26,0,0,0,26,,,9,0,0,0,9,,,1,0,0,0,1,,,9,0,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,127,0,1,1,129,,,NE,76,CO,8,IA,7,0
00256500,University of Nebraska,2024,,136,0,0,0,136,6,0,0,0,6,1,0,0,0,1,2,0,2,0,4,0,0,0,0,0,2,,1,0,3,0,153,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,0,0,0,30,,,14,0,0,0,14,,,17,0,0,0,17,,,1,0,0,0,1,,,4,0,0,0,4,,,1,0,0,0,1,,,8,0,0,0,8,,,0,0,0,0,0,,,16,0,2,0,18,,,30,0,0,0,30,,,16,0,0,0,16,,,0,0,0,0,0,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,145,0,2,0,147,,,NE,97,MN,6,IL,5,1
00256900,University of Nevada - Las Vegas,2024,,140,2,0,1,143,8,1,0,1,10,3,0,0,0,3,8,0,0,0,8,1,0,0,0,1,2,,0,0,5,2,179,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,1,1,,,21,0,0,0,21,,,6,1,0,0,7,,,9,0,0,0,9,,,4,0,0,0,4,,,6,0,0,0,6,,,1,0,0,0,1,,,9,1,0,0,10,,,28,0,0,0,28,,,6,0,0,1,7,,,24,1,0,0,25,,,6,0,0,0,6,,,3,0,0,0,3,,,34,0,0,0,34,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,5,0,0,0,5,165,3,0,2,170,,,NV,143,UT,7,CA,3,0
00258903,University of New Hampshire,2024,,130,0,0,0,130,25,0,6,0,31,8,0,0,0,8,0,0,1,0,1,0,0,0,0,0,2,,1,3,9,2,187,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,,,28,0,4,0,32,,,8,0,0,0,8,,,18,0,0,0,18,,,6,0,0,0,6,,,9,0,0,0,9,,,3,0,0,0,3,,,9,0,0,0,9,,,1,0,0,0,1,,,27,0,0,0,27,,,30,0,0,0,30,,,13,0,2,0,15,,,1,0,0,0,1,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,0,0,5,,,0,0,0,0,0,163,0,7,0,170,,,NH,61,MA,24,NY,10,1
00262900,Rutgers University,2024,,386,4,0,0,390,43,1,3,1,48,11,0,2,0,13,0,0,0,0,0,0,0,0,0,0,1,,1,2,19,7,481,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,,,40,0,2,1,43,,,26,0,0,0,26,,,19,0,0,0,19,,,13,0,0,0,13,,,21,0,0,0,21,,,14,0,0,0,14,,,35,0,0,0,35,,,0,0,0,0,0,,,30,1,3,0,34,,,42,0,0,0,42,,,22,0,0,0,22,,,4,0,0,0,4,,,162,4,0,0,166,,,0,0,0,0,0,0,0,0,0,0,,,,,,8,0,0,0,8,,,0,0,0,0,0,440,5,5,1,451,,,NJ,304,NY,55,PA,43,0
00263201,Seton Hall University,2024,,262,4,0,1,267,17,1,1,1,20,10,0,0,1,11,1,0,0,0,1,0,0,0,0,0,2,,1,1,8,3,314,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,15,0,1,1,17,,,12,0,0,0,12,,,14,0,0,0,14,,,11,0,0,0,11,,,4,0,0,0,4,,,14,0,0,0,14,,,33,0,0,0,33,,,0,0,0,0,0,,,30,0,0,2,32,,,22,0,0,0,22,,,9,1,0,0,10,,,3,1,0,0,4,,,122,3,0,0,125,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,290,5,1,3,299,,,NJ,201,NY,73,CA,5,1
00266300,University of New Mexico,2024,,94,1,1,0,96,1,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,11,2,112,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31,0,0,0,31,,,3,0,0,0,3,,,3,0,0,0,3,,,3,0,0,0,3,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,2,0,0,0,2,,,26,1,0,0,27,,,16,0,0,0,16,,,1,0,0,0,1,,,9,0,1,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,1,0,1,96,1,2,0,99,,,NM,90,CO,2,AZ,1,1
00267700,Brooklyn Law School,2024,,331,1,1,0,333,25,0,0,2,27,5,0,0,0,5,1,0,1,0,2,0,0,0,0,0,3,,3,1,26,0,400,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,0,1,2,33,,,23,0,0,0,23,,,21,0,0,0,21,,,19,0,0,0,19,,,11,0,0,0,11,,,23,0,0,0,23,,,72,0,0,0,72,,,0,0,0,0,0,,,33,0,1,0,34,,,70,0,0,0,70,,,42,0,0,0,42,,,5,0,0,0,5,,,12,1,0,0,13,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,362,1,2,2,367,,,NY,323,NJ,16,CA,3,2
00270711,Columbia University,2024,,493,1,0,0,494,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,,0,0,5,2,523,6,1,0,0,7,,,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,8,1,1,0,10,0,0,0,0,0,,,3,0,0,0,3,,,1,0,0,0,1,,,3,0,0,0,3,,,4,0,0,0,4,,,7,0,0,0,7,,,39,0,0,0,39,,,336,1,0,0,337,,,0,0,0,0,0,,,5,0,0,0,5,,,26,0,0,0,26,,,55,0,0,0,55,,,29,0,0,0,29,,,4,0,0,0,4,,,1,0,1,0,0,0,0,0,0,0,,,,,,0,0,1,0,1,,,0,0,0,0,0,512,2,1,0,515,,,NY,362,DC,44,CA,34,11
00271101,Cornell University,2024,,189,1,0,0,190,1,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,1,1,196,1,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,3,0,0,0,3,,,3,0,0,0,3,,,1,0,0,0,1,,,2,0,0,0,2,,,3,0,0,0,3,,,12,0,0,0,12,,,141,0,0,0,141,,,1,0,0,0,1,,,4,0,0,0,4,,,3,0,1,0,4,,,6,0,0,0,6,,,13,0,0,0,13,,,0,0,0,0,0,,,1,0,1,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,192,1,1,0,194,,,NY,131,CA,15,DC,8,4
00272203,Fordham University,2024,,407,0,0,1,408,22,1,0,1,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,,1,0,18,2,455,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,0,0,2,21,,,14,0,0,0,14,,,14,0,0,0,14,,,19,0,0,0,19,,,15,0,0,0,15,,,43,0,0,0,43,,,192,0,0,0,192,,,0,0,0,0,0,,,29,0,1,0,30,,,33,0,0,0,33,,,29,1,0,0,30,,,15,0,0,0,15,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,429,1,1,2,433,,,NY,381,DC,10,NJ,9,3
00273200,Hofstra University,2024,,237,0,1,2,240,19,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,,2,1,12,1,278,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,44,0,1,2,47,,,27,0,0,0,27,,,13,0,0,0,13,,,19,0,0,0,19,,,11,0,0,0,11,,,6,0,0,0,6,,,36,0,0,0,36,,,2,0,0,1,3,,,22,0,0,0,22,,,53,0,0,0,53,,,12,0,0,0,12,,,1,0,0,0,1,,,6,0,0,0,6,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,1,0,0,0,1,257,0,1,3,261,,,NY,245,NJ,5,FL,2,0
00278300,New York Law School,2024,,262,1,2,0,265,45,1,4,1,51,3,0,3,0,6,0,0,0,0,0,0,0,0,0,0,2,,3,2,14,0,345,2,0,0,0,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,,,49,1,5,0,55,,,18,0,0,0,18,,,13,0,0,0,13,,,13,0,0,0,13,,,5,0,0,0,5,,,8,0,0,0,8,,,45,0,0,0,45,,,0,0,0,0,0,,,45,1,4,1,51,,,53,0,0,0,53,,,34,0,0,0,34,,,1,0,0,0,1,,,28,0,0,0,28,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,312,2,9,1,324,,,NY,258,NJ,32,CA,5,2
00278500,New York University,2024,,479,1,0,0,480,7,0,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,,1,1,4,2,524,20,0,0,0,20,,,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,0,0,0,26,0,0,0,0,0,,,1,0,0,0,1,,,2,0,0,0,2,,,8,0,0,0,8,,,4,0,0,0,4,,,5,0,0,0,5,,,27,0,0,0,27,,,284,0,0,0,284,,,0,0,0,0,0,,,4,0,0,0,4,,,23,0,0,1,24,,,115,0,1,0,116,,,26,1,0,0,27,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,3,0,0,0,3,,,0,0,0,0,0,512,1,1,1,515,,,NY,366,DC,33,CA,30,4
00279102,Pace University,2024,,206,0,0,0,206,18,1,0,1,20,6,0,2,0,8,1,0,0,2,3,0,0,0,0,0,4,,1,2,8,0,252,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36,1,0,0,37,,,25,0,0,0,25,,,12,0,0,0,12,,,5,0,0,0,5,,,5,0,0,0,5,,,3,0,0,0,3,,,16,0,0,0,16,,,1,0,0,0,1,,,20,0,2,2,24,,,46,0,0,0,46,,,23,0,0,0,23,,,3,0,0,0,3,,,29,0,0,0,29,,,0,0,0,0,0,0,0,0,0,0,,,,,,6,0,0,1,7,,,1,0,0,0,1,231,1,2,3,237,,,NY,161,NJ,34,CT,15,2
00282300,"St. John's University",2024,,223,0,0,0,223,21,0,1,0,22,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,,0,1,16,0,265,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,0,1,0,27,,,18,0,0,0,18,,,16,0,0,0,16,,,22,0,0,0,22,,,12,0,0,0,12,,,8,0,0,0,8,,,42,0,0,0,42,,,0,0,0,0,0,,,26,0,0,0,26,,,43,0,1,0,44,,,20,0,0,0,20,,,7,0,0,0,7,,,5,0,0,0,5,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,245,0,2,0,247,,,NY,229,NJ,6,DE,3,0
00283700,University of Buffalo-SUNY,2024,,135,0,0,0,135,11,0,0,0,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,,0,2,4,0,160,0,0,0,0,0,,,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,,,33,0,0,0,33,,,16,0,0,0,16,,,12,0,0,0,12,,,10,0,0,0,10,,,14,0,0,0,14,,,7,0,0,0,7,,,5,0,0,0,5,,,0,0,0,0,0,,,5,0,1,0,6,,,20,0,0,0,20,,,19,0,0,0,19,,,1,0,0,0,1,,,4,0,0,0,4,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,0,0,5,,,0,0,0,0,0,151,0,1,0,152,,,NY,142,,2,VA,2,0
00288200,Syracuse University,2024,,154,1,0,0,155,16,0,0,0,16,17,0,1,0,18,0,0,2,0,2,0,0,0,0,0,0,,3,3,5,0,202,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,23,0,0,0,23,,,19,0,0,0,19,,,8,0,0,0,8,,,11,0,0,0,11,,,5,0,0,0,5,,,11,0,0,0,11,,,10,0,0,0,10,,,0,0,0,0,0,,,20,0,3,0,23,,,38,1,0,0,39,,,17,0,0,0,17,,,4,0,0,0,4,,,9,0,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,9,0,0,0,9,,,1,0,0,0,1,187,1,3,0,191,,,NY,94,DC,12,CA,10,1
00288600,Albany Law School of Union University,2024,,177,0,0,0,177,10,0,0,1,11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,12,2,205,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,27,0,0,1,28,,,23,0,0,0,23,,,11,0,0,0,11,,,4,0,0,0,4,,,8,0,0,0,8,,,6,0,0,0,6,,,4,0,0,0,4,,,0,0,0,0,0,,,4,0,0,0,4,,,55,0,0,0,55,,,34,0,0,0,34,,,3,0,0,0,3,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,188,0,0,1,189,,,NY,170,DC,3,MA,3,1
00290301,Cardozo School of Law,2024,,275,1,4,1,281,12,0,3,1,16,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,2,0,8,0,311,3,0,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,,,46,0,5,0,51,,,21,1,0,0,22,,,18,0,0,0,18,,,20,0,0,0,20,,,13,0,0,0,13,,,10,0,0,0,10,,,60,0,0,0,60,,,0,0,0,0,0,,,24,0,2,2,28,,,26,0,0,0,26,,,37,0,0,0,37,,,8,0,0,0,8,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,291,1,7,2,301,,,NY,253,NJ,10,CA,8,2
00291300,Campbell University,2024,,133,2,0,0,135,5,2,0,0,7,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,3,,5,3,17,0,174,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,43,1,0,0,44,,,13,0,0,0,13,,,10,0,0,0,10,,,7,0,0,0,7,,,7,0,0,0,7,,,2,0,0,0,2,,,4,0,0,0,4,,,4,1,0,0,5,,,8,0,0,0,8,,,17,1,0,0,18,,,10,0,0,0,10,,,3,0,0,0,3,,,9,0,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,2,1,0,0,3,,,2,0,0,0,2,142,4,0,0,146,,,NC,124,VA,4,CA,3,0
00292002,Duke University,2024,,271,0,0,0,271,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,2,277,2,1,0,0,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,,,0,0,0,0,0,,,1,0,0,0,1,,,1,0,0,0,1,,,2,0,0,0,2,,,7,0,0,0,7,,,19,0,0,0,19,,,188,0,0,0,188,,,0,0,0,0,0,,,1,0,0,0,1,,,8,1,0,0,9,,,10,0,0,0,10,,,29,0,0,0,29,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,274,1,0,0,275,,,NY,111,DC,29,CA,25,2
00292701,Elon University,2024,,121,0,0,0,121,11,0,1,0,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,3,2,140,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,48,0,1,0,49,,,12,0,0,0,12,,,5,0,0,0,5,,,6,0,0,0,6,,,3,0,0,0,3,,,4,0,0,0,4,,,3,0,0,0,3,,,0,0,0,0,0,,,7,0,0,0,7,,,21,0,0,0,21,,,14,0,0,0,14,,,2,0,0,0,2,,,7,0,0,0,7,,,0,0,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,1,,,0,0,0,0,0,133,0,1,0,134,,,NC,90,SC,10,GA,6,0
00295000,North Carolina Central University,2024,,90,2,1,1,94,7,2,0,5,14,6,0,1,2,9,2,0,0,1,3,0,0,0,0,0,3,,3,0,24,0,150,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,,,20,0,0,2,22,,,6,0,0,0,6,,,3,0,0,0,3,,,7,0,0,0,7,,,3,0,0,1,4,,,1,0,0,0,1,,,6,0,0,0,6,,,4,0,0,0,4,,,12,0,0,3,15,,,11,2,1,1,15,,,24,1,1,0,26,,,0,1,0,0,1,,,1,0,0,1,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,0,1,6,,,0,0,0,0,0,105,4,2,9,120,,,NC,64,NY,13,DC,11,0
00297400,University of North Carolina,2024,,190,0,0,0,190,13,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,0,0,0,0,210,0,0,0,0,0,,,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,,,21,0,0,0,21,,,6,0,0,0,6,,,11,0,0,0,11,,,9,0,0,0,9,,,11,0,0,0,11,,,10,0,0,0,10,,,52,0,0,0,52,,,0,0,0,0,0,,,12,0,0,0,12,,,28,0,0,0,28,,,19,0,0,0,19,,,12,0,0,0,12,,,9,0,0,0,9,,,0,0,0,0,0,0,0,0,0,0,,,,,,5,0,1,0,6,,,0,0,0,0,0,205,0,1,0,206,,,NC,116,DC,21,NY,13,0
00297805,Wake Forest University,2024,,139,0,0,0,139,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,0,0,2,0,155,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,19,0,0,0,19,,,9,0,0,0,9,,,5,0,0,0,5,,,11,0,0,0,11,,,13,0,0,0,13,,,9,0,0,0,9,,,38,0,0,0,38,,,0,0,0,0,0,,,15,0,0,0,15,,,18,0,0,0,18,,,3,0,0,0,3,,,3,0,0,0,3,,,8,0,0,0,8,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,151,0,0,0,151,,,NC,71,FL,15,VA,10,0
00300500,University of North Dakota,2024,,68,0,0,0,68,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,7,1,81,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,20,0,0,0,20,,,2,0,0,0,2,,,6,0,0,0,6,,,1,0,0,0,1,,,1,0,0,0,1,,,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,,,3,0,0,0,3,,,18,0,0,0,18,,,8,0,0,0,8,,,4,0,0,0,4,,,10,0,0,0,10,,,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,,,0,0,0,0,0,73,0,0,0,73,,,ND,46,MN,11,SD,5,2
