schoolid,schoolname,CalendarYear,TotalJD,HispanicJD,AmIndianJD,AsianJD,BlackJD,NatHawJD,TwoorMoreJD,MinorityJD,WhiteJD,NonresalienJD,UnknownJD,MenJD,HispanicMenJD,AmIndianMenJD,AsianMenJD,BlackMenJD,NatHawMenJD,TwoorMoreMenJD,MinorityMenJD,WhiteMenJD,NonresalienMenJD,UnknownMenJD,WomenJD,HispanicWomenJD,AmIndianWomenJD,AsianWomenJD,BlackWomenJD,NatHawWomenJD,TwoorMoreWomenJD,MinorityWomenJD,WhiteWomenJD,NonresalienWomenJD,UnknownWomenJD,TotalFTJD,FTHispanicJD,FTAmIndJD,FTAsianJD,FTBlackJD,FTNatHawJD,FTTwoorMoreJD,FTMinorityJD,FTWhiteJD,FTNonresalienJD,FTUnknownJD,TotalPTJD,PTHispanicJD,PTAmIndJD,PTAsianJD,PTBlackJD,PTNatHawJD,PTTwoorMoreJD,PTMinorityJD,PTWhiteJD,PTNonresalienJD,PTUnknownJD,AGIJD,PNRJD,AmIndianAGIJD,AmIndianPNRJD,AsianAGIJD,AsianPNRJD,BlackAGIJD,BlackPNRJD,HispanicAGIJD,HispanicPNRJD,MinorityAGIJD,MinorityPNRJD,NatHawAGIJD,NatHawPNRJD,TwoorMoreAGIJD,TwoorMorePNRJD,NonresalienAGIJD,NonresalienPNRJD,UnknownAGIJD,UnknownPNRJD,WhiteAGIJD,WhitePNRJD,TotalJD1,HispanicJD1,AmIndianJD1,AsianJD1,BlackJD1,NatHawJD1,TwoorMoreJD1,MinorityJD1,WhiteJD1,NonresalienJD1,UnknownJD1,AmIndianMenJD1,AmIndianAGIJD1,AmIndianPNRJD1,AmIndianWomenJD1,AsianMenJD1,AsianAGIJD1,AsianPNRJD1,AsianWomenJD1,BlackMenJD1,BlackAGIJD1,BlackPNRJD1,BlackWomenJD1,HispanicMenJD1,HispanicAGIJD1,HispanicPNRJD1,HispanicWomenJD1,MinorityMenJD1,MinorityAGIJD1,MinorityPNRJD1,MinorityWomenJD1,NatHawMenJD1,NatHawAGIJD1,NatHawPNRJD1,NatHawWomenJD1,NonresalienMenJD1,NonresalienAGIJD1,NonresalienPNRJD1,NonresalienWomenJD1,TwoorMoreMenJD1,TwoorMoreAGIJD1,TwoorMorePNRJD1,TwoorMoreWomenJD1,UnknownMenJD1,UnknownAGIJD1,UnknownPNRJD1,UnknownWomenJD1,WhiteMenJD1,WhiteAGIJD1,WhitePNRJD1,WhiteWomenJD1,MenJD1,AGIJD1,PNRJD1,WomenJD1,TotalJD2,AmIndianJD2,AmIndianMenJD2,AmIndianAGIJD2,AmIndianPNRJD2,AmIndianWomenJD2,AsianJD2,AsianMenJD2,AsianAGIJD2,AsianPNRJD2,AsianWomenJD2,BlackJD2,BlackMenJD2,BlackAGIJD2,BlackPNRJD2,BlackWomenJD2,HispanicJD2,HispanicMenJD2,HispanicAGIJD2,HispanicPNRJD2,HispanicWomenJD2,MinorityJD2,MinorityMenJD2,MinorityAGIJD2,MinorityPNRJD2,MinorityWomenJD2,NatHawJD2,NatHawMenJD2,NatHawAGIJD2,NatHawPNRJD2,NatHawWomenJD2,NonresalienJD2,NonresalienMenJD2,NonresalienAGIJD2,NonresalienPNRJD2,NonresalienWomenJD2,TwoorMoreJD2,TwoorMoreMenJD2,TwoorMoreAGIJD2,TwoorMorePNRJD2,TwoorMoreWomenJD2,UnknownJD2,UnknownMenJD2,UnknownAGIJD2,UnknownPNRJD2,UnknownWomenJD2,WhiteJD2,WhiteMenJD2,WhiteAGIJD2,WhitePNRJD2,WhiteWomenJD2,MenJD2,AGIJD2,PNRJD2,WomenJD2,TotalJD3,AmIndianJD3,AmIndianMenJD3,AmIndianAGIJD3,AmIndianPNRJD3,AmIndianWomenJD3,AsianJD3,AsianMenJD3,AsianAGIJD3,AsianPNRJD3,AsianWomenJD3,BlackJD3,BlackMenJD3,BlackAGIJD3,BlackPNRJD3,BlackWomenJD3,HispanicJD3,HispanicMenJD3,HispanicAGIJD3,HispanicPNRJD3,HispanicWomenJD3,MinorityJD3,MinorityMenJD3,MinorityAGIJD3,MinorityPNRJD3,MinorityWomenJD3,NatHawJD3,NatHawMenJD3,NatHawAGIJD3,NatHawPNRJD3,NatHawWomenJD3,NonresalienJD3,NonresalienMenJD3,NonresalienAGIJD3,NonresalienPNRJD3,NonresalienWomenJD3,TwoorMoreJD3,TwoorMoreMenJD3,TwoorMoreAGIJD3,TwoorMorePNRJD3,TwoorMoreWomenJD3,UnknownJD3,UnknownMenJD3,UnknownAGIJD3,UnknownPNRJD3,UnknownWomenJD3,WhiteJD3,WhiteMenJD3,WhiteAGIJD3,WhitePNRJD3,WhiteWomenJD3,MenJD3,AGIJD3,PNRJD3,WomenJD3,TotalJD4,AmIndianJD4,AmIndianMenJD4,AmIndianAGIJD4,AmIndianPNRJD4,AmIndianWomenJD4,AsianJD4,AsianMenJD4,AsianAGIJD4,AsianPNRJD4,AsianWomenJD4,BlackJD4,BlackMenJD4,BlackAGIJD4,BlackPNRJD4,BlackWomenJD4,HispanicJD4,HispanicMenJD4,HispanicAGIJD4,HispanicPNRJD4,HispanicWomenJD4,MinorityJD4,MinorityMenJD4,MinorityAGIJD4,MinorityPNRJD4,MinorityWomenJD4,NatHawJD4,NatHawMenJD4,NatHawAGIJD4,NatHawPNRJD4,NatHawWomenJD4,NonresalienJD4,NonresalienMenJD4,NonresalienAGIJD4,NonresalienPNRJD4,NonresalienWomenJD4,TwoorMoreJD4,TwoorMoreMenJD4,TwoorMoreAGIJD4,TwoorMorePNRJD4,TwoorMoreWomenJD4,UnknownJD4,UnknownMenJD4,UnknownAGIJD4,UnknownPNRJD4,UnknownWomenJD4,WhiteJD4,WhiteMenJD4,WhiteAGIJD4,WhitePNRJD4,WhiteWomenJD4,MenJD4,AGIJD4,PNRJD4,WomenJD4
00146601,Barry University,2024,739,232,0,29,92,1,29,383,333,,23,295,86,0,10,31,1,12,140,142,,13,444,146,0,19,61,0,17,243,191,,10,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,246,72,0,10,28,0,8,118,121,,7,0,0,0,0,3,0,0,7,12,0,0,16,23,0,0,49,42,0,0,76,0,0,0,0,,,,,4,0,0,4,5,0,0,2,46,0,0,75,93,0,0,153,199,0,0,0,0,0,8,1,0,0,7,22,6,0,0,16,66,34,0,0,32,108,45,0,0,63,0,0,0,0,0,,,,,,12,4,0,0,8,10,7,0,0,3,81,38,0,0,43,90,0,0,109,189,0,0,0,0,0,8,5,0,0,3,19,6,0,0,13,62,15,0,0,47,93,27,0,0,66,0,1,0,0,0,,,,,,4,1,0,0,3,4,0,0,0,4,92,40,0,0,52,67,0,0,122,105,0,0,0,0,0,3,1,0,0,2,23,7,0,0,16,32,14,0,0,18,64,26,0,0,38,1,0,0,0,0,,,,,,5,3,0,0,2,2,1,0,0,1,39,18,0,0,21,45,0,0,60
00146800,St. Thomas University (Florida),2024,820,503,1,9,45,0,82,640,154,,26,345,200,0,3,22,0,30,255,77,,13,474,303,1,6,23,0,52,385,76,,13,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,1,0,416,207,0,5,29,0,70,311,79,,26,0,0,0,0,2,0,0,3,13,0,0,16,84,0,0,123,123,0,0,188,0,0,0,0,,,,,24,0,0,46,13,0,0,13,40,1,0,38,176,1,0,239,219,1,0,0,0,1,3,1,0,0,2,11,7,0,0,4,155,48,0,0,107,176,60,0,0,116,0,0,0,0,0,,,,,,6,4,0,0,2,0,0,0,0,0,43,21,0,0,22,81,0,0,138,185,0,0,0,0,0,1,0,0,0,1,5,2,0,0,3,141,68,0,0,73,153,72,0,0,81,0,0,0,0,0,,,,,,6,2,0,0,4,0,0,0,0,0,32,16,0,0,16,88,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00148001,Florida A&M University,2024,335,78,0,16,153,0,0,247,83,,5,112,27,0,7,33,0,0,67,40,,5,223,51,0,9,120,0,0,180,43,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,111,28,0,4,60,0,0,92,15,,4,0,0,0,0,1,0,0,3,16,0,0,44,9,0,0,19,26,0,0,66,0,0,0,0,,,,,0,0,0,0,4,0,0,0,10,0,0,5,40,0,0,71,105,0,0,0,0,0,7,3,0,0,4,44,7,0,0,37,24,9,0,0,15,75,19,0,0,56,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,30,15,0,0,15,34,0,0,71,105,0,0,0,0,0,4,2,0,0,2,45,9,0,0,36,23,7,0,0,16,72,18,0,0,54,0,0,0,0,0,,,,,,0,0,0,0,0,1,1,0,0,0,32,15,0,0,17,34,0,0,71,14,0,0,0,0,0,1,1,0,0,0,4,1,0,0,3,3,2,0,0,1,8,4,0,0,4,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,4,0,0,10
00148900,Florida State University,2024,418,71,0,22,21,1,17,132,271,,15,207,36,0,7,7,0,10,60,141,,6,211,35,0,15,14,1,7,72,130,,9,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,138,20,0,7,6,1,3,37,96,,5,0,0,0,0,3,0,0,4,2,0,0,4,12,0,0,8,19,0,0,18,0,0,0,1,,,,,2,0,0,1,2,0,0,3,49,0,0,47,70,0,0,68,145,0,0,0,0,0,9,2,0,0,7,7,3,0,0,4,23,11,0,0,12,48,20,0,0,28,0,0,0,0,0,,,,,,9,4,0,0,5,6,1,0,0,5,91,47,0,0,44,68,0,0,77,135,0,0,0,0,0,6,2,0,0,4,8,2,0,0,6,28,13,0,0,15,47,21,0,0,26,0,0,0,0,0,,,,,,5,4,0,0,1,4,3,0,0,1,84,45,0,0,39,69,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00149500,Jacksonville University,2024,79,14,0,2,2,0,1,19,54,,6,38,4,0,2,0,0,1,7,29,,2,41,10,0,0,2,0,0,12,25,,4,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,44,9,0,2,1,0,1,13,30,,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,6,6,0,0,7,0,0,0,0,,,,,1,0,0,0,0,0,0,1,14,0,0,16,20,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,,,,,,0,0,0,0,0,5,2,0,0,3,13,9,0,0,4,11,0,0,10,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,3,1,0,0,2,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,6,0,0,5,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00150900,Nova Southeastern University,2024,620,233,1,21,37,0,14,306,278,,36,238,85,1,4,9,0,1,100,121,,17,367,142,0,17,27,0,13,199,151,,17,,,,,,,,,,,,,,,,,,,,,,,15,0,0,0,0,0,1,0,6,0,7,0,0,0,0,0,,,2,0,6,0,215,73,1,6,10,0,5,95,102,,18,1,0,0,0,0,0,0,6,0,1,0,9,26,6,0,41,27,7,0,61,0,0,0,0,,,,,0,0,0,5,8,1,0,9,48,6,0,48,83,14,0,118,191,0,0,0,0,0,8,3,0,0,5,13,7,0,0,6,78,32,0,0,46,104,42,0,0,62,0,0,0,0,0,,,,,,5,0,0,0,5,14,8,1,0,5,73,30,0,0,43,80,1,0,110,190,0,0,0,0,0,7,1,0,0,6,10,1,0,0,9,72,24,0,0,48,93,27,0,0,66,0,0,0,0,0,,,,,,4,1,0,0,3,4,1,0,0,3,93,38,0,0,55,66,0,0,124,24,0,0,0,0,0,0,0,0,0,0,4,1,0,0,3,10,3,0,0,7,14,4,0,0,10,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,10,5,0,0,5,9,0,0,15
00153101,Stetson University,2024,971,166,7,34,35,0,16,258,671,,42,412,71,2,14,13,0,7,107,281,,24,552,95,5,19,22,0,9,150,385,,17,,,,,,,,,,,,,,,,,,,,,,,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,,0,1,0,5,345,65,1,10,8,0,14,98,225,,22,0,0,0,1,3,1,0,6,5,0,0,3,22,0,0,43,35,1,0,62,0,0,0,0,,,,,5,0,0,9,11,0,1,10,97,0,4,124,143,1,5,196,301,1,0,0,0,1,11,4,0,0,7,13,4,0,0,9,44,18,0,0,26,70,27,0,0,43,0,0,0,0,0,,,,,,1,1,0,0,0,9,5,0,0,4,222,84,0,1,137,116,0,1,184,291,5,2,0,0,3,10,4,0,0,6,11,2,0,0,9,54,29,0,0,25,81,38,0,0,43,0,0,0,0,0,,,,,,1,1,0,0,0,11,8,0,0,3,199,94,0,0,105,140,0,0,151,34,0,0,0,0,0,3,3,0,0,0,3,2,0,0,1,3,2,0,0,1,9,7,0,0,2,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,25,6,0,0,19,13,0,0,21
00153505,University of Florida,2024,631,104,0,48,54,1,16,223,377,,31,325,48,0,22,21,0,9,100,204,,21,306,56,0,26,33,1,7,123,173,,10,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,211,48,0,10,20,1,6,85,113,,13,0,0,0,0,7,0,0,3,7,0,0,13,24,0,0,24,41,0,0,44,0,0,0,1,,,,,3,0,0,3,10,0,0,3,66,0,0,47,117,0,0,94,197,0,0,0,0,0,22,8,0,0,14,14,6,0,0,8,26,10,0,0,16,66,25,0,0,41,0,0,0,0,0,,,,,,4,1,0,0,3,6,4,0,0,2,125,61,0,0,64,90,0,0,107,223,0,0,0,0,0,16,7,0,0,9,20,8,0,0,12,30,14,0,0,16,72,34,0,0,38,0,0,0,0,0,,,,,,6,5,0,0,1,12,7,0,0,5,139,77,0,0,62,118,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00153601,University of Miami,2024,1060,424,0,13,58,24,25,544,470,,46,446,161,0,4,22,10,10,207,219,,20,610,262,0,9,35,14,15,335,250,,25,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,,,0,1,0,1,303,125,0,9,23,0,5,162,117,,24,0,0,0,0,1,0,0,8,9,0,0,14,48,0,1,76,60,0,1,101,0,0,0,0,,,,,2,0,0,3,9,0,1,14,54,0,0,63,123,0,2,178,362,0,0,0,0,0,4,3,0,0,1,13,3,0,1,9,153,60,0,0,93,196,76,0,1,119,15,5,0,0,10,,,,,,11,5,0,0,6,13,5,0,0,8,153,75,0,0,78,156,0,1,205,395,0,0,0,0,0,0,0,0,0,0,22,10,0,0,12,146,53,0,0,93,186,71,0,0,115,9,0,0,0,4,,,,,,9,3,0,0,6,9,6,0,0,3,200,90,0,1,109,167,0,1,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00156400,Emory University,2024,761,57,0,160,81,0,24,322,380,,59,317,18,0,74,15,0,13,120,162,,35,444,39,0,86,66,0,11,202,218,,24,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,268,17,0,51,15,0,4,87,143,,38,0,0,0,0,18,0,0,33,5,0,0,10,6,0,0,11,31,0,0,56,0,0,0,0,,,,,2,0,0,2,22,0,0,16,59,0,0,84,112,0,0,156,267,0,0,0,0,0,66,39,0,0,27,39,8,0,0,31,19,5,0,0,14,138,59,0,0,79,0,0,0,0,0,,,,,,14,7,0,0,7,12,7,0,0,5,117,53,0,0,64,119,0,0,148,226,0,0,0,0,0,43,17,0,0,26,27,2,0,0,25,21,7,0,0,14,97,30,0,0,67,0,0,0,0,0,,,,,,6,4,0,0,2,9,6,0,0,3,120,50,0,0,70,86,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00157400,Georgia State University,2024,590,78,1,30,86,0,14,209,289,,92,227,32,0,10,13,0,3,58,128,,41,361,46,1,20,72,0,11,150,161,,50,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,0,1,0,0,203,29,1,7,24,0,7,68,45,,90,0,0,0,1,0,0,0,7,5,1,0,18,11,0,0,18,17,1,0,50,0,0,0,0,,,,,1,0,0,6,40,0,1,49,21,0,0,24,78,1,1,123,193,0,0,0,0,0,14,7,0,0,7,33,5,0,0,28,29,11,0,0,18,78,24,0,0,54,0,0,0,0,0,,,,,,2,1,0,0,1,2,1,0,0,1,113,44,0,0,69,69,0,0,124,173,0,0,0,0,0,8,3,0,0,5,24,3,0,0,21,19,10,0,0,9,55,17,0,0,38,0,0,0,0,0,,,,,,4,1,0,0,3,0,0,0,0,0,118,58,0,0,60,75,0,0,98,21,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,1,0,0,0,1,8,0,0,0,8,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,0,13,5,0,0,8,5,0,0,16
00158015,Mercer University,2024,423,32,0,20,27,0,18,97,315,,11,187,14,0,7,7,0,6,34,145,,8,233,18,0,12,19,0,12,61,169,,3,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,,,0,0,1,0,137,13,0,10,7,0,9,39,90,,8,0,0,0,0,4,1,0,5,2,1,0,4,6,0,0,7,15,2,0,22,0,0,0,0,,,,,3,0,0,6,5,0,0,3,47,1,0,42,67,3,0,67,144,0,0,0,0,0,5,2,0,0,3,13,4,0,0,9,11,5,0,0,6,33,12,0,0,21,0,0,0,0,0,,,,,,4,1,0,0,3,2,2,0,0,0,109,51,0,0,58,65,0,0,79,142,0,0,0,0,0,5,1,0,0,4,7,1,0,0,6,8,3,0,0,5,25,7,0,0,18,0,0,0,0,0,,,,,,5,2,0,0,3,1,1,0,0,0,116,47,0,0,69,55,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00159800,University of Georgia,2024,527,38,2,45,62,0,0,147,360,,20,232,11,1,15,23,0,0,50,169,,13,290,26,1,30,39,0,0,96,187,,7,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,4,0,180,15,0,20,19,0,0,54,118,,8,0,0,0,0,6,0,0,14,6,0,0,13,5,0,0,10,17,0,0,37,0,0,0,0,,,,,0,0,0,0,4,0,0,4,49,1,0,68,70,1,0,109,174,1,1,0,0,0,11,3,0,0,8,21,8,0,0,13,9,2,1,0,6,42,14,1,0,27,0,0,0,0,0,,,,,,0,0,0,0,0,4,4,0,0,0,128,66,1,0,61,84,2,0,88,173,1,0,0,0,1,14,6,0,0,8,22,9,0,0,13,14,4,0,0,10,51,19,0,0,32,0,0,0,0,0,,,,,,0,0,0,0,0,8,5,0,0,3,114,54,2,0,58,78,2,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00161000,University of Hawaii,2024,306,27,1,79,5,8,98,218,78,,10,110,11,0,30,4,3,34,82,26,,2,194,15,1,49,1,5,64,135,51,,8,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,1,0,112,7,1,31,4,5,30,78,34,,0,0,0,0,1,13,0,0,18,3,0,0,1,3,0,0,4,31,0,0,47,2,0,0,3,,,,,10,0,0,20,0,0,0,0,13,1,0,20,44,1,0,67,93,0,0,0,0,0,22,8,0,0,14,1,1,0,0,0,8,4,0,0,4,62,24,0,0,38,0,0,0,0,0,,,,,,31,11,0,0,20,5,2,0,0,3,26,6,0,0,20,32,0,0,61,84,0,0,0,0,0,19,6,0,0,13,0,0,0,0,0,10,3,1,0,6,62,22,1,0,39,2,0,0,0,1,,,,,,31,12,0,0,19,5,0,0,0,5,17,7,0,0,10,29,1,0,54,17,0,0,0,0,0,7,3,0,0,4,0,0,0,0,0,2,1,0,0,1,16,5,0,0,11,1,1,0,0,1,,,,,,6,1,0,0,5,0,0,0,0,0,1,0,0,0,1,5,0,0,12
00162600,University of Idaho,2024,453,18,13,5,12,0,57,105,323,,25,240,11,6,3,7,0,26,53,172,,15,209,7,6,2,5,0,31,51,149,,9,,,,,,,,,,,,,,,,,,,,,,,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,0,1,0,2,163,5,3,0,1,0,16,25,127,,11,1,0,0,2,0,0,0,0,0,0,0,1,3,0,0,2,14,0,0,11,0,0,0,0,,,,,10,0,0,6,5,0,1,5,69,0,2,56,88,0,3,72,149,5,3,0,0,2,2,2,0,0,0,6,4,0,0,2,6,2,0,0,4,41,20,0,0,21,0,0,0,0,0,,,,,,22,9,0,0,13,6,3,0,0,3,102,51,0,0,51,74,0,0,75,141,5,2,0,1,2,3,1,0,0,2,5,3,0,0,2,7,6,0,0,1,39,19,0,1,19,0,0,0,0,0,,,,,,19,7,0,0,12,8,7,0,0,1,94,52,0,0,42,78,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00167100,Depaul University,2024,495,56,0,42,32,0,18,148,328,,19,163,20,0,9,5,0,4,38,117,,8,324,36,0,31,26,0,13,106,207,,11,,,,,,,,,,,,,,,,,,,,,,,1,7,0,0,0,2,0,1,0,0,0,4,0,0,0,1,,,0,0,1,3,167,20,0,12,11,0,10,53,106,,8,0,0,0,0,4,0,0,8,2,0,0,9,12,0,0,8,20,0,1,32,0,0,0,0,,,,,2,0,1,7,4,0,0,4,31,0,1,74,55,0,2,110,152,0,0,0,0,0,14,1,0,1,12,9,1,0,1,7,19,6,0,0,13,43,8,0,2,33,0,0,0,0,0,,,,,,1,0,0,0,1,5,0,0,0,5,104,39,0,1,64,47,0,3,102,167,0,0,0,0,0,16,4,0,1,11,12,2,0,0,10,17,2,0,0,15,52,10,0,1,41,0,0,0,0,0,,,,,,7,2,0,0,5,6,4,0,0,2,109,45,1,1,62,59,1,2,105,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,9,2,0,0,7,2,0,0,7
00169101,Chicago-Kent College of Law-IIT,2024,706,94,2,70,35,0,18,219,470,,17,277,29,1,30,9,0,10,79,191,,7,411,61,1,40,25,0,8,135,268,,8,,,,,,,,,,,,,,,,,,,,,,,3,15,0,0,0,0,1,0,2,2,3,2,0,0,0,0,,,0,2,0,11,240,27,2,29,6,0,1,65,171,,4,1,0,0,1,11,0,0,18,0,1,0,5,6,2,1,18,18,3,1,43,0,0,0,0,,,,,0,0,0,1,1,0,1,2,66,0,5,100,85,3,7,145,226,0,0,0,0,0,20,10,0,0,10,13,2,0,0,11,32,11,0,1,20,76,28,0,1,47,0,0,0,0,0,,,,,,11,5,0,0,6,8,3,0,1,4,142,57,0,3,82,88,0,5,133,220,0,0,0,0,0,20,9,0,0,11,16,7,0,0,9,31,11,0,0,20,72,31,0,0,41,0,0,0,0,0,,,,,,5,4,0,0,1,3,2,0,0,1,145,64,0,3,78,97,0,3,120,20,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,1,0,0,3,6,2,0,0,4,0,0,0,0,0,,,,,,1,1,0,0,0,2,1,0,0,1,12,4,0,0,8,7,0,0,13
00171000,Loyola University-Chicago,2024,831,109,3,86,61,0,47,306,521,,4,288,42,2,25,18,0,14,101,186,,1,542,66,1,61,43,0,33,204,335,,3,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,0,0,270,41,2,22,18,0,18,101,169,,0,1,0,0,1,4,0,0,18,6,0,0,12,14,1,0,26,30,1,0,70,0,0,0,0,,,,,5,0,0,13,0,0,0,0,71,0,0,98,101,1,0,168,265,1,1,0,0,0,36,11,0,0,25,15,6,0,0,9,32,17,0,0,15,97,38,0,0,59,0,0,0,0,0,,,,,,13,3,0,0,10,1,0,0,0,1,167,54,0,0,113,92,0,0,173,254,0,0,0,0,0,21,5,0,0,16,24,5,0,0,19,31,10,0,0,21,90,25,0,0,65,0,0,0,0,0,,,,,,14,5,0,0,9,3,1,0,0,2,161,55,0,0,106,81,0,0,173,42,0,0,0,0,0,7,5,0,0,2,4,1,0,0,3,5,1,0,0,4,18,8,0,0,10,0,0,0,0,0,,,,,,2,1,0,0,1,0,0,0,0,0,24,6,0,0,18,14,0,0,28
00173700,Northern Illinois University,2024,338,31,2,14,40,1,32,120,213,,5,140,7,1,7,13,1,15,44,94,,2,197,24,1,7,27,0,17,76,119,,2,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,123,10,0,2,13,0,21,46,77,,0,0,0,0,0,1,0,0,1,3,0,0,10,2,0,0,8,14,0,0,32,0,0,0,0,,,,,8,0,0,13,0,0,0,0,41,0,0,36,55,0,0,68,107,1,0,0,0,1,10,5,0,0,5,13,7,0,0,6,11,4,0,0,7,41,19,0,0,22,0,0,0,0,0,,,,,,6,3,0,0,3,1,0,0,0,1,65,25,0,0,40,44,0,0,63,108,1,1,0,0,0,2,1,0,0,1,14,3,0,0,11,10,1,0,0,9,33,11,0,0,22,1,0,0,0,0,,,,,,5,4,0,0,1,4,2,0,1,1,71,28,0,0,43,41,0,1,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
