schoolid,schoolname,CalendarYear,TotalJD,HispanicJD,AmIndianJD,AsianJD,BlackJD,NatHawJD,TwoorMoreJD,MinorityJD,WhiteJD,NonresalienJD,UnknownJD,MenJD,HispanicMenJD,AmIndianMenJD,AsianMenJD,BlackMenJD,NatHawMenJD,TwoorMoreMenJD,MinorityMenJD,WhiteMenJD,NonresalienMenJD,UnknownMenJD,WomenJD,HispanicWomenJD,AmIndianWomenJD,AsianWomenJD,BlackWomenJD,NatHawWomenJD,TwoorMoreWomenJD,MinorityWomenJD,WhiteWomenJD,NonresalienWomenJD,UnknownWomenJD,TotalFTJD,FTHispanicJD,FTAmIndJD,FTAsianJD,FTBlackJD,FTNatHawJD,FTTwoorMoreJD,FTMinorityJD,FTWhiteJD,FTNonresalienJD,FTUnknownJD,TotalPTJD,PTHispanicJD,PTAmIndJD,PTAsianJD,PTBlackJD,PTNatHawJD,PTTwoorMoreJD,PTMinorityJD,PTWhiteJD,PTNonresalienJD,PTUnknownJD,AGIJD,PNRJD,AmIndianAGIJD,AmIndianPNRJD,AsianAGIJD,AsianPNRJD,BlackAGIJD,BlackPNRJD,HispanicAGIJD,HispanicPNRJD,MinorityAGIJD,MinorityPNRJD,NatHawAGIJD,NatHawPNRJD,TwoorMoreAGIJD,TwoorMorePNRJD,NonresalienAGIJD,NonresalienPNRJD,UnknownAGIJD,UnknownPNRJD,WhiteAGIJD,WhitePNRJD,TotalJD1,HispanicJD1,AmIndianJD1,AsianJD1,BlackJD1,NatHawJD1,TwoorMoreJD1,MinorityJD1,WhiteJD1,NonresalienJD1,UnknownJD1,AmIndianMenJD1,AmIndianAGIJD1,AmIndianPNRJD1,AmIndianWomenJD1,AsianMenJD1,AsianAGIJD1,AsianPNRJD1,AsianWomenJD1,BlackMenJD1,BlackAGIJD1,BlackPNRJD1,BlackWomenJD1,HispanicMenJD1,HispanicAGIJD1,HispanicPNRJD1,HispanicWomenJD1,MinorityMenJD1,MinorityAGIJD1,MinorityPNRJD1,MinorityWomenJD1,NatHawMenJD1,NatHawAGIJD1,NatHawPNRJD1,NatHawWomenJD1,NonresalienMenJD1,NonresalienAGIJD1,NonresalienPNRJD1,NonresalienWomenJD1,TwoorMoreMenJD1,TwoorMoreAGIJD1,TwoorMorePNRJD1,TwoorMoreWomenJD1,UnknownMenJD1,UnknownAGIJD1,UnknownPNRJD1,UnknownWomenJD1,WhiteMenJD1,WhiteAGIJD1,WhitePNRJD1,WhiteWomenJD1,MenJD1,AGIJD1,PNRJD1,WomenJD1,TotalJD2,AmIndianJD2,AmIndianMenJD2,AmIndianAGIJD2,AmIndianPNRJD2,AmIndianWomenJD2,AsianJD2,AsianMenJD2,AsianAGIJD2,AsianPNRJD2,AsianWomenJD2,BlackJD2,BlackMenJD2,BlackAGIJD2,BlackPNRJD2,BlackWomenJD2,HispanicJD2,HispanicMenJD2,HispanicAGIJD2,HispanicPNRJD2,HispanicWomenJD2,MinorityJD2,MinorityMenJD2,MinorityAGIJD2,MinorityPNRJD2,MinorityWomenJD2,NatHawJD2,NatHawMenJD2,NatHawAGIJD2,NatHawPNRJD2,NatHawWomenJD2,NonresalienJD2,NonresalienMenJD2,NonresalienAGIJD2,NonresalienPNRJD2,NonresalienWomenJD2,TwoorMoreJD2,TwoorMoreMenJD2,TwoorMoreAGIJD2,TwoorMorePNRJD2,TwoorMoreWomenJD2,UnknownJD2,UnknownMenJD2,UnknownAGIJD2,UnknownPNRJD2,UnknownWomenJD2,WhiteJD2,WhiteMenJD2,WhiteAGIJD2,WhitePNRJD2,WhiteWomenJD2,MenJD2,AGIJD2,PNRJD2,WomenJD2,TotalJD3,AmIndianJD3,AmIndianMenJD3,AmIndianAGIJD3,AmIndianPNRJD3,AmIndianWomenJD3,AsianJD3,AsianMenJD3,AsianAGIJD3,AsianPNRJD3,AsianWomenJD3,BlackJD3,BlackMenJD3,BlackAGIJD3,BlackPNRJD3,BlackWomenJD3,HispanicJD3,HispanicMenJD3,HispanicAGIJD3,HispanicPNRJD3,HispanicWomenJD3,MinorityJD3,MinorityMenJD3,MinorityAGIJD3,MinorityPNRJD3,MinorityWomenJD3,NatHawJD3,NatHawMenJD3,NatHawAGIJD3,NatHawPNRJD3,NatHawWomenJD3,NonresalienJD3,NonresalienMenJD3,NonresalienAGIJD3,NonresalienPNRJD3,NonresalienWomenJD3,TwoorMoreJD3,TwoorMoreMenJD3,TwoorMoreAGIJD3,TwoorMorePNRJD3,TwoorMoreWomenJD3,UnknownJD3,UnknownMenJD3,UnknownAGIJD3,UnknownPNRJD3,UnknownWomenJD3,WhiteJD3,WhiteMenJD3,WhiteAGIJD3,WhitePNRJD3,WhiteWomenJD3,MenJD3,AGIJD3,PNRJD3,WomenJD3,TotalJD4,AmIndianJD4,AmIndianMenJD4,AmIndianAGIJD4,AmIndianPNRJD4,AmIndianWomenJD4,AsianJD4,AsianMenJD4,AsianAGIJD4,AsianPNRJD4,AsianWomenJD4,BlackJD4,BlackMenJD4,BlackAGIJD4,BlackPNRJD4,BlackWomenJD4,HispanicJD4,HispanicMenJD4,HispanicAGIJD4,HispanicPNRJD4,HispanicWomenJD4,MinorityJD4,MinorityMenJD4,MinorityAGIJD4,MinorityPNRJD4,MinorityWomenJD4,NatHawJD4,NatHawMenJD4,NatHawAGIJD4,NatHawPNRJD4,NatHawWomenJD4,NonresalienJD4,NonresalienMenJD4,NonresalienAGIJD4,NonresalienPNRJD4,NonresalienWomenJD4,TwoorMoreJD4,TwoorMoreMenJD4,TwoorMoreAGIJD4,TwoorMorePNRJD4,TwoorMoreWomenJD4,UnknownJD4,UnknownMenJD4,UnknownAGIJD4,UnknownPNRJD4,UnknownWomenJD4,WhiteJD4,WhiteMenJD4,WhiteAGIJD4,WhitePNRJD4,WhiteWomenJD4,MenJD4,AGIJD4,PNRJD4,WomenJD4
00210200,University of Baltimore,2024,700,60,1,56,123,0,31,271,399,,30,273,26,0,16,36,0,10,88,167,,18,423,34,1,40,86,0,19,180,231,,12,,,,,,,,,,,,,,,,,,,,,,,4,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,,,0,0,1,0,262,25,1,14,53,0,12,105,148,,9,0,0,0,1,6,0,0,8,17,0,0,36,13,0,0,12,40,2,0,63,0,0,0,0,,,,,4,2,0,6,6,0,0,3,70,1,0,77,116,3,0,143,215,0,0,0,0,0,20,4,0,0,16,32,7,0,0,25,23,10,0,0,13,85,24,0,0,61,0,0,0,0,0,,,,,,10,3,0,0,7,12,8,0,0,4,118,43,0,0,75,75,0,0,140,216,0,0,0,0,0,22,6,0,0,16,38,12,1,0,25,12,3,0,0,9,81,24,1,0,56,0,0,0,0,0,,,,,,9,3,0,0,6,9,4,0,0,5,126,52,0,0,74,80,1,0,135,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,7,2,0,0,5,2,0,0,5
00210400,University of Maryland,2024,644,54,0,57,97,1,23,232,398,,14,256,23,0,13,27,0,7,70,179,,7,373,30,0,42,69,1,16,158,209,,6,,,,,,,,,,,,,,,,,,,,,,,9,6,0,0,2,0,0,1,0,1,2,2,0,0,0,0,,,1,0,6,4,204,21,0,22,28,0,5,76,121,,7,0,0,0,0,5,2,0,15,6,0,1,21,12,0,0,9,27,2,1,46,0,0,0,0,,,,,4,0,0,1,3,1,0,3,54,3,0,64,84,6,1,113,212,0,0,0,0,0,17,2,0,0,15,39,12,0,0,27,11,5,0,0,6,78,22,0,0,56,1,0,0,0,1,,,,,,10,3,0,0,7,2,1,0,0,1,132,61,3,2,66,84,3,2,123,191,0,0,0,0,0,17,6,0,0,11,25,9,0,0,16,16,5,0,1,10,65,20,0,1,44,0,0,0,0,0,,,,,,7,0,0,0,7,4,2,0,0,2,122,55,0,1,66,77,0,2,112,37,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,6,1,0,0,5,13,1,0,0,12,0,0,0,0,0,,,,,,1,0,0,0,1,1,1,0,0,0,23,9,0,1,13,11,0,1,25
00212801,Boston College,2024,635,15,0,80,56,0,56,207,401,,27,284,8,0,24,27,0,22,81,190,,13,351,7,0,56,29,0,34,126,211,,14,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,221,2,0,29,20,0,15,66,137,,18,0,0,0,0,10,0,0,19,4,0,0,16,0,0,0,2,23,0,0,43,0,0,0,0,,,,,9,0,0,6,9,0,0,9,61,0,0,76,93,0,0,128,206,0,0,0,0,0,24,10,0,0,14,19,12,0,0,7,5,3,0,0,2,67,33,0,0,34,0,0,0,0,0,,,,,,19,8,0,0,11,7,4,0,0,3,132,62,0,0,70,99,0,0,107,208,0,0,0,0,0,27,4,0,0,23,17,11,0,0,6,8,5,0,0,3,74,25,0,0,49,0,0,0,0,0,,,,,,22,5,0,0,17,2,0,0,0,2,132,67,0,0,65,92,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00213007,Boston University,2024,662,102,1,104,36,0,44,287,351,,24,306,32,0,35,14,0,21,102,187,,17,347,69,1,68,22,0,23,183,159,,5,,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,,,2,0,5,0,215,29,0,38,15,0,10,92,110,,13,0,0,0,0,16,1,0,21,7,0,0,8,12,1,0,16,38,2,0,52,0,0,0,0,,,,,3,0,0,7,9,2,0,2,53,4,0,53,100,8,0,107,234,0,0,0,0,0,39,10,0,0,29,11,4,0,0,7,38,6,0,0,32,105,31,0,0,74,0,0,0,0,0,,,,,,17,11,0,0,6,6,4,0,0,2,123,67,1,0,55,102,1,0,131,213,1,0,0,0,1,27,9,0,0,18,10,3,0,0,7,35,14,0,0,21,90,33,0,0,57,0,0,0,0,0,,,,,,17,7,0,0,10,5,4,0,0,1,118,67,0,0,51,104,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00215510,Harvard University,2024,1769,173,2,396,109,2,89,771,928,,70,835,77,1,151,43,0,36,308,488,,39,927,96,1,243,65,2,52,459,437,,31,,,,,,,,,,,,,,,,,,,,,,,4,3,0,0,1,1,1,0,0,0,2,2,0,0,0,1,,,0,0,2,1,563,39,0,132,19,1,33,224,325,,14,0,0,0,0,51,1,0,80,6,0,0,13,11,0,0,28,80,1,0,143,0,0,0,1,,,,,12,0,0,21,7,0,0,7,175,1,1,148,262,2,1,298,610,0,0,0,0,0,134,54,0,1,79,46,20,0,0,26,65,33,0,0,32,274,119,0,2,153,1,0,0,0,1,,,,,,28,12,0,1,15,30,18,0,0,12,306,162,0,0,144,299,0,2,309,596,2,1,0,0,1,130,46,0,0,84,44,17,1,0,26,69,33,0,0,36,273,109,1,0,163,0,0,0,0,0,,,,,,28,12,0,0,16,26,14,0,0,12,297,151,1,0,145,274,2,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00219900,Northeastern University,2024,729,55,0,91,35,0,35,216,413,,100,215,18,0,16,4,0,10,48,141,,26,503,37,0,74,30,0,25,166,265,,72,,,,,,,,,,,,,,,,,,,,,,,0,11,0,0,0,1,0,1,0,0,0,2,0,0,0,0,,,0,2,0,7,265,13,0,22,8,0,7,50,126,,89,0,0,0,0,3,0,0,19,1,0,0,7,4,0,0,9,11,0,0,39,0,0,0,0,,,,,3,0,0,4,23,0,1,65,42,0,2,82,76,0,3,186,227,0,0,0,0,0,36,4,0,1,31,10,2,0,1,7,18,7,0,0,11,81,18,0,2,61,0,0,0,0,0,,,,,,17,5,0,0,12,8,2,0,0,6,138,51,0,2,85,71,0,4,152,223,0,0,0,0,0,31,7,0,0,24,16,1,0,0,15,24,7,0,0,17,82,17,0,0,65,0,0,0,0,0,,,,,,11,2,0,0,9,3,1,0,1,1,138,45,0,3,90,63,0,4,156,14,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,11,3,0,0,8,5,0,0,9
00221007,University of Massachusetts Dartmouth,2024,381,54,1,24,22,0,14,115,241,,25,150,24,1,9,10,0,5,49,91,,10,229,30,0,15,12,0,9,66,148,,15,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,155,27,0,11,13,0,7,58,87,,10,0,0,0,0,4,0,0,7,7,0,0,6,16,0,0,11,29,0,0,29,0,0,0,0,,,,,2,0,0,5,6,0,0,4,38,2,0,47,73,2,0,80,110,0,0,0,0,0,6,2,0,0,4,6,2,0,0,4,14,4,0,0,10,29,10,0,0,19,0,0,0,0,0,,,,,,3,2,0,0,1,10,4,0,0,6,71,24,0,0,47,38,0,0,72,99,1,1,0,0,0,7,3,0,0,4,3,1,0,0,2,12,4,0,0,8,26,9,0,0,17,0,0,0,0,0,,,,,,3,0,0,0,3,5,0,0,0,5,68,24,0,0,44,33,0,0,66,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,,,,,,1,1,0,0,0,0,0,0,0,0,15,5,0,0,10,6,0,0,11
00221810,Suffolk University,2024,1182,120,1,83,65,0,22,291,810,,81,455,36,1,18,21,0,6,82,338,,35,720,84,0,65,44,0,16,209,469,,42,,,,,,,,,,,,,,,,,,,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,4,0,3,414,47,0,33,23,0,8,111,248,,55,0,0,0,0,8,0,0,25,7,0,0,16,14,0,0,33,32,0,0,79,0,0,0,0,,,,,3,0,0,5,20,0,4,31,102,0,1,145,154,0,5,255,338,0,0,0,0,0,27,3,0,0,24,19,5,0,0,14,33,8,0,0,25,86,18,0,0,68,0,0,0,0,0,,,,,,7,2,0,0,5,14,8,0,0,6,238,107,0,2,129,133,0,2,203,366,0,0,0,0,0,18,6,0,0,12,21,8,0,0,13,35,12,0,0,23,80,27,0,0,53,0,0,0,0,0,,,,,,6,1,0,0,5,10,5,0,0,5,276,110,0,0,166,142,0,0,224,64,1,1,0,0,0,5,1,0,0,4,2,1,0,0,1,5,2,0,0,3,14,5,0,0,9,0,0,0,0,0,,,,,,1,0,0,0,1,2,2,0,0,0,48,19,0,0,29,26,0,0,38
00222600,Western New England University,2024,306,33,2,11,21,0,4,71,132,,103,124,11,1,6,7,0,1,26,60,,38,182,22,1,5,14,0,3,45,72,,65,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,114,7,1,0,3,0,4,15,15,,84,0,0,0,1,0,0,0,0,1,0,0,2,3,0,0,4,5,0,0,10,0,0,0,0,,,,,1,0,0,3,30,0,0,54,9,0,0,6,44,0,0,70,85,1,1,0,0,0,7,5,0,0,2,7,2,0,0,5,14,4,0,0,10,29,12,0,0,17,0,0,0,0,0,,,,,,0,0,0,0,0,5,2,0,0,3,51,21,0,0,30,35,0,0,50,85,0,0,0,0,0,2,0,0,0,2,10,4,0,0,6,10,4,0,0,6,22,8,0,0,14,0,0,0,0,0,,,,,,0,0,0,0,0,11,4,0,0,7,52,24,0,0,28,36,0,0,49,22,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,2,0,0,0,2,5,1,0,0,4,0,0,0,0,0,,,,,,0,0,0,0,0,3,2,0,0,1,14,6,0,0,8,9,0,0,13
00225400,Michigan State University,2024,553,61,6,25,52,1,25,170,360,,23,255,22,5,10,26,0,12,75,165,,15,293,39,1,15,25,1,13,94,191,,8,,,,,,,,,,,,,,,,,,,,,,,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,0,0,4,0,142,9,1,5,10,0,6,31,102,,9,1,0,0,0,2,0,0,3,4,1,0,5,3,0,0,6,14,1,0,16,0,0,0,0,,,,,4,0,0,2,8,0,0,1,41,2,0,59,63,3,0,76,210,1,1,0,0,0,13,4,0,0,9,23,13,0,0,10,33,13,0,0,20,79,34,0,0,45,0,0,0,0,0,,,,,,9,3,0,0,6,10,6,0,0,4,121,59,1,0,61,99,1,0,110,201,4,3,0,0,1,7,4,0,0,3,19,9,0,0,10,19,6,0,0,13,60,27,0,0,33,1,0,0,0,1,,,,,,10,5,0,0,5,4,1,0,0,3,137,65,1,0,71,93,1,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00232300,University of Detroit Mercy,2024,629,21,0,44,30,0,15,110,318,,201,235,4,0,15,9,0,4,32,119,,84,392,17,0,29,21,0,11,78,199,,115,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,0,220,6,0,7,5,0,5,23,129,,68,0,0,0,0,1,0,0,6,4,0,0,1,1,0,0,5,8,0,0,15,0,0,0,0,,,,,2,0,0,3,31,0,2,35,50,0,0,79,89,0,2,129,203,0,0,0,0,0,13,5,0,0,8,10,2,0,0,8,7,3,0,0,4,33,11,0,0,22,0,0,0,0,0,,,,,,3,1,0,0,2,109,39,0,0,70,61,21,0,0,40,71,0,0,132,200,0,0,0,0,0,24,9,0,0,15,15,3,0,0,12,7,0,0,0,7,53,13,0,0,40,0,0,0,0,0,,,,,,7,1,0,0,6,24,14,0,0,10,123,45,0,0,78,72,0,0,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,5,3,0,0,2,3,0,0,3
00232503,University of Michigan,2024,990,109,6,139,66,0,65,385,583,,22,475,48,2,55,31,0,35,171,297,,7,501,58,4,84,35,0,29,210,276,,15,,,,,,,,,,,,,,,,,,,,,,,14,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,,,0,0,10,0,323,38,1,39,24,0,26,128,189,,6,0,0,0,1,18,0,0,21,12,0,0,12,18,1,0,19,61,2,0,65,0,0,0,0,,,,,13,1,0,12,2,0,0,4,96,3,0,90,159,5,0,159,317,2,1,0,0,1,42,12,0,0,30,18,6,0,0,12,35,17,2,0,16,112,46,2,0,64,0,0,0,0,0,,,,,,15,10,0,0,5,9,1,0,0,8,196,101,3,0,92,148,5,0,164,350,3,1,0,0,2,58,25,0,0,33,24,13,0,0,11,36,13,0,0,23,145,64,0,0,81,0,0,0,0,0,,,,,,24,12,0,0,12,7,4,0,0,3,198,100,4,0,94,168,4,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00232902,Wayne State University,2024,389,3,1,20,33,0,23,80,298,,11,153,2,1,3,10,0,11,27,122,,4,233,1,0,17,23,0,12,53,175,,5,,,,,,,,,,,,,,,,,,,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,2,0,1,125,0,1,9,9,0,10,29,92,,4,1,0,0,0,1,0,0,8,3,0,0,6,0,0,0,0,9,0,0,20,0,0,0,0,,,,,4,0,0,6,0,0,1,3,38,0,1,53,47,0,2,76,123,0,0,0,0,0,6,1,0,0,5,10,2,0,0,8,0,0,0,0,0,22,8,0,0,14,0,0,0,0,0,,,,,,6,5,0,0,1,3,2,0,1,0,98,46,0,0,52,56,0,1,66,131,0,0,0,0,0,5,1,0,0,4,13,5,0,0,8,3,2,0,0,1,28,10,0,0,18,0,0,0,0,0,,,,,,7,2,0,0,5,4,2,0,0,2,99,35,0,0,64,47,0,0,84,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,9,3,0,0,6,3,0,0,7
00234500,University of St. Thomas (Minnesota),2024,474,30,1,24,20,0,15,90,358,,26,194,11,1,8,8,0,6,34,147,,13,275,19,0,15,12,0,9,55,207,,13,,,,,,,,,,,,,,,,,,,,,,,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,0,0,0,4,244,15,0,13,11,0,9,48,185,,11,0,0,0,0,5,0,1,7,3,0,0,8,6,0,0,9,17,0,1,30,0,0,0,0,,,,,3,0,0,6,7,0,0,4,83,0,3,99,107,0,4,133,123,1,1,0,0,0,2,1,0,0,1,4,2,0,0,2,10,4,0,0,6,21,9,0,0,12,0,0,0,0,0,,,,,,4,1,0,0,3,8,3,0,0,5,94,33,0,1,60,45,0,1,77,107,0,0,0,0,0,9,2,0,0,7,5,3,0,0,2,5,1,0,0,4,21,8,0,0,13,0,0,0,0,0,,,,,,2,2,0,0,0,7,3,0,0,4,79,31,0,0,48,42,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00239101,Mitchell Hamline School of Law,2024,1167,118,33,63,113,4,2,333,743,,91,386,37,9,23,23,0,2,94,259,,33,620,72,23,32,78,2,0,207,380,,33,,,,,,,,,,,,,,,,,,,,,,,4,157,0,1,1,7,0,12,0,9,1,31,0,2,0,0,,,0,25,3,101,370,37,1,18,37,2,0,95,234,,41,1,0,0,0,6,0,3,9,5,0,10,22,8,0,4,25,20,0,18,57,0,0,1,1,,,,,0,0,0,0,12,0,9,20,85,0,50,99,117,0,77,176,364,14,3,0,1,10,18,6,0,4,8,34,3,0,2,29,40,12,0,4,24,107,24,0,12,71,1,0,0,1,0,,,,,,0,0,0,0,0,23,5,0,14,4,234,84,0,49,101,113,0,75,176,310,12,4,0,0,8,20,10,0,0,10,29,11,0,0,18,33,14,0,1,18,95,39,0,1,55,1,0,0,0,1,,,,,,0,0,0,0,0,11,7,0,1,3,204,61,2,2,139,107,2,4,197,123,6,1,0,0,5,7,1,1,0,5,13,4,0,0,9,8,3,0,0,5,36,11,1,0,24,0,0,0,0,0,,,,,,2,2,0,0,0,16,9,0,1,6,71,29,1,0,41,49,2,1,71
00241501,Mississippi College,2024,355,14,1,5,39,0,4,63,237,,55,182,7,1,2,11,0,2,23,123,,36,173,7,0,3,28,0,2,40,114,,19,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,139,5,1,4,15,0,4,29,107,,3,1,0,0,0,1,0,0,3,3,0,0,12,1,0,0,4,8,0,0,21,0,0,0,0,,,,,2,0,0,2,2,0,0,1,65,0,0,42,75,0,0,64,110,0,0,0,0,0,1,1,0,0,0,17,7,0,0,10,1,1,0,0,0,19,9,0,0,10,0,0,0,0,0,,,,,,0,0,0,0,0,29,18,0,0,11,62,27,0,0,35,54,0,0,56,106,0,0,0,0,0,0,0,0,0,0,7,1,0,0,6,8,5,0,0,3,15,6,0,0,9,0,0,0,0,0,,,,,,0,0,0,0,0,23,16,0,0,7,68,31,0,0,37,53,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00244000,University of Mississippi,2024,492,33,0,7,52,1,17,110,379,,3,240,12,0,2,15,0,7,36,202,,2,252,21,0,5,37,1,10,74,177,,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,163,11,0,2,13,1,3,30,130,,3,0,0,0,0,0,0,0,2,2,0,0,11,4,0,0,7,8,0,0,22,0,0,0,1,,,,,2,0,0,1,2,0,0,1,62,0,0,68,72,0,0,91,152,0,0,0,0,0,5,2,0,0,3,19,4,0,0,15,6,1,0,0,5,35,9,0,0,26,0,0,0,0,0,,,,,,5,2,0,0,3,0,0,0,0,0,117,62,0,0,55,71,0,0,81,177,0,0,0,0,0,0,0,0,0,0,20,9,0,0,11,16,7,0,0,9,45,19,0,0,26,0,0,0,0,0,,,,,,9,3,0,0,6,0,0,0,0,0,132,78,0,0,54,97,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
00250609,Saint Louis University,2024,553,45,2,26,52,0,32,157,387,,9,219,12,0,7,14,0,13,46,168,,5,332,32,2,19,38,0,19,110,218,,4,,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,,0,0,1,0,198,18,1,7,19,0,7,52,137,,9,0,0,0,1,2,0,0,5,4,0,0,15,5,1,0,12,12,1,0,39,0,0,0,0,,,,,1,0,0,6,5,0,0,4,66,1,0,70,83,2,0,113,174,0,0,0,0,0,8,2,0,0,6,13,5,0,0,8,16,1,0,0,15,51,15,0,0,36,0,0,0,0,0,,,,,,14,7,0,0,7,0,0,0,0,0,123,44,0,0,79,59,0,0,115,166,1,0,0,0,1,9,2,0,0,7,18,4,0,0,14,11,6,0,0,5,49,17,0,0,32,0,0,0,0,0,,,,,,10,5,0,0,5,0,0,0,0,0,117,54,0,0,63,71,0,0,95,15,0,0,0,0,0,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,5,2,0,0,3,0,0,0,0,0,,,,,,1,0,0,0,1,0,0,0,0,0,10,4,0,0,6,6,0,0,9
00251600,University of Missouri,2024,371,20,2,9,12,0,12,55,259,,57,182,9,1,2,2,0,6,20,131,,31,189,11,1,7,10,0,6,35,128,,26,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,120,1,0,2,2,0,3,8,60,,52,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,1,2,0,0,6,0,0,0,0,,,,,1,0,0,2,28,0,0,24,34,0,0,26,64,0,0,56,123,1,1,0,0,0,2,1,0,0,1,7,1,0,0,6,8,4,0,0,4,23,10,0,0,13,0,0,0,0,0,,,,,,5,3,0,0,2,1,1,0,0,0,99,49,0,0,50,60,0,0,63,128,1,0,0,0,1,5,0,0,0,5,3,1,0,0,2,11,5,0,0,6,24,8,0,0,16,0,0,0,0,0,,,,,,4,2,0,0,2,4,2,0,0,2,100,48,0,0,52,58,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
